index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
7916,physician,फिजिशियन,fyisiyaan,351.637601852417,9,8,9,0,9,1.0,1.125,0.0,0.0,1.125
7886,earthquake,अर्थक्वेक,arthquake,340.58547019958496,10,9,9,0,9,1.0,1.0,0.0,0.0,1.0
3541,dlw,डीएलडब्ल्यू,दल्व,342.64373779296875,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.0,0.36363636363636365
5210,heritage,हेरिटेज,hɛrɪt̪ʌdʒ,459.0616226196289,8,7,9,0,9,1.0,1.2857142857142858,0.0,0.0,1.2857142857142858
3630,proofread,प्रूफ़रीड,prōfriːd,372.99299240112305,9,9,8,0,9,1.0,1.0,0.0,0.0,0.8888888888888888
346,irw,आईआरडब्ल्यू,इर्व,320.04427909851074,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.0,0.36363636363636365
2085,pwt,पीडब्ल्यूटी,पूवत,334.9747657775879,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.09090909090909091,0.36363636363636365
3045,rashtriyadhyaksha,राष्ट्रियाध्यक्ष,राष्ट्रपति,361.83977127075195,17,16,10,0,9,0.5625,0.5625,0.4375,0.4375,0.625
5982,convention,कनवेंशन,kōnvēnshn,396.48962020874023,10,7,9,0,9,1.0,1.2857142857142858,0.0,0.0,1.2857142857142858
5857,convention,कन्वेंशन,kōnvēnshn,453.8404941558838,10,8,9,0,9,1.0,1.125,0.0,0.0,1.125
3314,cwr,सीडब्ल्यूआर,क्वर,344.9842929840088,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.0,0.36363636363636365
3232,whl,डब्ल्यूएचएल,व्हल,348.7966060638428,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.09090909090909091,0.36363636363636365
1703,cryptocurrencyon,क्रिप्टोकरेंसियों,क्रिप्टोक्युरीन्सी,406.2795639038086,16,17,18,0,9,0.5,0.5294117647058824,0.5,0.5294117647058824,1.0588235294117647
3571,awp,एडब्ल्यूपी,अउप,339.46967124938965,3,10,3,0,9,0.9,0.9,0.09999999999999998,0.0,0.3
2672,bwts,बीडब्ल्यूटीएस,ब्वट्स,358.0055236816406,4,13,6,0,9,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.46153846153846156
5511,development,डेवलपमेंट,vikas,325.31213760375977,11,9,5,0,9,1.0,1.0,0.0,0.0,0.5555555555555556
1141,nwc,एनडब्ल्यूसी,न्वक,340.8336639404297,3,11,4,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.0,0.36363636363636365
1153,mwpl,एमडब्ल्यूपीएल,म्व्पल,370.0087070465088,4,13,6,0,8,0.6153846153846154,0.6153846153846154,0.3846153846153846,0.07692307692307693,0.46153846153846156
2622,mukhyamantreesamvaaddaataa,मुख्यमंत्रीसंवाददाता,मुख्यमंत्रीसम्मिलन,417.18435287475586,26,20,18,0,8,0.4,0.4,0.6,0.6,0.9
