index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
13,parivaarwaale,परिवारवाले,परिवारवाले,347.72682189941406,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
14,vyavasthawirodhi,व्यवस्थाविरोधी,व्यवस्थाविरोधि,383.2516670227051,16,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
15,enseeaardablyusee,एनसीआरडब्ल्यूसी,एन्सीअर्डेबलयूज़,417.44208335876465,17,15,16,0,8,0.5,0.5333333333333333,0.5,0.13333333333333333,1.0666666666666667
16,yaarab,यारब,याराब,333.7240219116211,6,4,5,0,1,0.2,0.25,0.8,0.75,1.25
17,shivaalapurva,शिवालापुरवा,शिवालापुरवा,376.2362003326416,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
18,deedablyuen,डीडब्ल्यूएन,दिडेबल्यूएन,381.69050216674805,11,11,11,0,4,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.6363636363636364,1.0
19,praansangalee,प्राणसंगली,प्राणसंगली,364.4564151763916,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
20,sainapur,सैनपुर,सैनापुर,348.9115238189697,8,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.5,1.1666666666666667
21,dimak,दिमाक,दिमाक,335.41035652160645,5,5,5,1,0,0.0,0.0,1.0,1.0,1.0
22,jyadaa,ज़यादा,ज्यादा,333.7843418121338,6,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
23,jadule,जडूले,जदुले,348.77824783325195,6,5,5,0,2,0.4,0.4,0.6,0.6,1.0
24,baatah,बातः,बाटा,331.53748512268066,6,4,4,0,2,0.5,0.5,0.5,0.5,1.0
25,viraangnaaon,वीरांगनाओं,विरांगना,352.13613510131836,12,10,8,0,3,0.3,0.3,0.7,0.7,0.8
26,udhegee,उड़ेगी,उधेगी,352.0183563232422,7,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.8333333333333334
27,wishwas,विष्वास,विश्वास,346.4171886444092,7,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
28,aaryanas,आर्यनस,आर्यनास,359.87329483032227,8,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.8333333333333334,1.1666666666666667
29,shamtal,शमलात,शांतल,345.7508087158203,7,5,5,0,4,0.8,0.8,0.19999999999999996,0.2,1.0
30,chatakate,चटकाते,चटाकटे,357.8150272369385,9,6,6,0,3,0.5,0.5,0.5,0.5,1.0
31,moujud,मौजुद,मौजुद,346.32253646850586,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
32,dhumrapaan,धुम्रपान,धूम्रपान,371.0353374481201,10,8,8,0,1,0.125,0.125,0.875,0.875,1.0
33,adivadiyon,आदिवादियों,अदिवादियोन,375.61702728271484,10,10,10,0,2,0.2,0.2,0.8,0.8,1.0
34,kavyavidhaaon,काव्यविधाओं,काव्यविद्हाओँ,393.7106132507324,13,11,13,0,4,0.3076923076923077,0.36363636363636365,0.6923076923076923,0.6363636363636364,1.1818181818181819
35,vigyaanavaadiyon,विज्ञानवादियों,विज्ञानवादीयों,389.71757888793945,16,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
36,tinkaa,टिंका,टिंका,340.8699035644531,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
37,neemkathana,नीमकाथाना,नीमकथाना,363.7537956237793,11,9,8,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.4444444444444444,0.8888888888888888
38,rajnitikaaron,राजनीतिकारों,राजनितिकारों,361.01508140563965,13,12,12,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,1.0
39,ubaala,उबाला,उबाला,336.045503616333,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
40,khaayal,क़ायल,खयाल,344.6230888366699,7,5,4,0,3,0.6,0.6,0.4,0.2,0.8
41,jivati,जीवति,जिवती,337.2032642364502,6,5,5,0,2,0.4,0.4,0.6,0.6,1.0
42,rookvaaee,रुकवाई,रुक्वाई,348.52051734924316,9,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.5,1.1666666666666667
43,nigmaayukt,निगमायुक्त,निगमयुक्त,364.8262023925781,10,10,9,0,1,0.1,0.1,0.9,0.4,0.9
44,uthaaeange,उठाएँगे,उठाजाएगा,347.40519523620605,10,7,8,0,4,0.5,0.5714285714285714,0.5,0.42857142857142855,1.1428571428571428
45,badhane,बड़ने,बधने,338.6366367340088,7,5,4,0,2,0.4,0.4,0.6,0.2,0.8
46,hathdharmitaa,हठधर्मिता,हथधर्मिता,358.262300491333,13,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
47,extremadura,एक्स्ट्रीमाडुरा,एक्स्ट्रीमादुरा,399.08504486083984,11,15,15,0,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.9333333333333333,1.0
48,samruddhiyon,समृद्धियों,समरुद्धियोन,370.39637565612793,12,10,11,0,3,0.2727272727272727,0.3,0.7272727272727273,0.2,1.1
49,rodrej,रोडरेज,रोड्रे,364.98570442199707,6,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,1.0
50,lubhaavna,लुभावना,लुभावना,346.07768058776855,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
51,tinka,टिंका,टिंका,335.9975814819336,5,5,5,1,0,0.0,0.0,1.0,1.0,1.0
52,jhaugunj,झाउगंज,झौगंज,350.1603603363037,8,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.8333333333333334
53,antarwisht,अंतर्विष्ट,अन्तर्विष्ट,346.35162353515625,10,10,11,0,2,0.18181818181818182,0.2,0.8181818181818181,0.1,1.1
54,istraailiyon,इस्त्राइलियों,इस्त्राइलियॉँ,395.7655429840088,12,13,13,0,2,0.15384615384615385,0.15384615384615385,0.8461538461538461,0.8461538461538461,1.0
55,nyootriyo,न्यूट्रियो,न्युट्रीयो,373.9960193634033,9,10,10,0,2,0.2,0.2,0.8,0.8,1.0
56,mukhyaadhyaapika,मुख्याध्यापिका,मुख्याध्यापिका,376.6136169433594,16,14,14,1,0,0.0,0.0,1.0,1.0,1.0
57,antarraajyikaran,अंतरराज्यीकरण,अन्तर्राज्यिकरण,396.07787132263184,16,13,15,0,4,0.26666666666666666,0.3076923076923077,0.7333333333333334,0.15384615384615385,1.1538461538461537
58,khaarakon,खारकों,खाराकों,349.5950698852539,9,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.5,1.1666666666666667
59,metrologist,मैट्रोलॉजिस्ट,मेट्रोलॉजिस्ट,384.1257095336914,11,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
60,auditor,ऑडिटर,ऑडिटर,356.36281967163086,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
61,lorda,लोरदा,लॉर्डा,361.2551689147949,5,5,6,0,3,0.5,0.6,0.5,0.4,1.2
62,kremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,347.69344329833984,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
63,aatmasanrakshan,आत्मसंरक्षण,आत्मसंरक्षण,370.1767921447754,15,11,11,1,0,0.0,0.0,1.0,1.0,1.0
64,hogaah,होगाः,होगाह,332.1969509124756,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
65,jhaiyaan,झाइयां,ज्हईयान,359.88450050354004,8,6,7,0,5,0.7142857142857143,0.8333333333333334,0.2857142857142857,0.0,1.1666666666666667
66,adhikariyon,अधिकरियों,अधिकारीयों,366.47701263427734,11,9,10,0,2,0.2,0.2222222222222222,0.8,0.4444444444444444,1.1111111111111112
67,orignal,ऑरिजनल,ओरिजनल,356.1999797821045,7,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
68,xnx,एक्सएनएक्स,क्ष,310.89043617248535,3,10,3,0,8,0.8,0.8,0.19999999999999996,0.0,0.3
69,bhijwaaee,भिजवाई,भिजवाई,347.59974479675293,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
70,shakhsiyaten,शख्सियतें,शख्सियतें,377.8400421142578,12,9,9,1,0,0.0,0.0,1.0,1.0,1.0
71,charchaamanch,चर्चामंच,चर्चामंच,344.7530269622803,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
72,chhavindra,छविंद्र,चहिंद्र,349.8692512512207,10,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
73,prasadhikaaen,प्रसाधिकाएं,प्रसाधिकाएँ,354.2745113372803,13,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
74,phijoolkharchi,फिजूलखर्ची,फ़िज़ूलखर्ची,380.1732063293457,14,10,12,0,2,0.16666666666666666,0.2,0.8333333333333334,0.1,1.2
75,dahaade,दहाड़े,दहाड़े,347.68128395080566,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
76,haathe,हाथे,हाथे,333.3311080932617,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
77,electroteks,इलेक्ट्रोटेक्स,एलैक्ट्रोटेक्स,390.16056060791016,11,14,14,0,2,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
78,mantriyonke,मंत्रियोंके,मंत्रीओंके,369.10390853881836,11,11,10,0,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.9090909090909091
79,parmaujood,परमौजूद,परमौजूड़,373.58880043029785,10,7,8,0,2,0.25,0.2857142857142857,0.75,0.8571428571428571,1.1428571428571428
80,lautis,लउटिस,लौतिस,346.44412994384766,6,5,5,0,2,0.4,0.4,0.6,0.6,1.0
81,vaidh,वैध्,वैद,334.2881202697754,5,4,3,0,2,0.5,0.5,0.5,0.5,0.75
82,gadbadbadi,गड़बड़बड़ी,गड़बड़बड़ी,368.8783645629883,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
83,pradhanmantriki,प्रधानमंत्रीकी,प्रधानमंत्रिकि,373.77309799194336,15,14,14,0,2,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
84,pratinidheeyo,प्रतिनिधीयो,प्रतिनिधीयो,375.49662590026855,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
85,anyonyashritataa,अन्योन्याश्रितता,अन्योन्याश्रितता,406.1617851257324,16,16,16,1,0,0.0,0.0,1.0,1.0,1.0
86,nirikshak,निरिक्षक,निरिक्षक,352.1764278411865,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
87,malaun,मलौन,मलौन,353.9845943450928,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
88,dangon,डंगों,डांगन,333.604097366333,6,5,5,0,3,0.6,0.6,0.4,0.2,1.0
89,vipannata,विपन्नता,विपन्नता,349.46465492248535,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
90,satyarthprakash,सत्यार्थप्रकाश,सत्यार्थप्रकाश,381.6828727722168,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
91,ushtee,उशती,उष्टी,335.3555202484131,6,4,5,0,3,0.6,0.75,0.4,0.25,1.25
92,wccl,डब्ल्यूसीसीएल,व्क्ल,338.1023406982422,4,13,5,0,10,0.7692307692307693,0.7692307692307693,0.23076923076923073,0.0,0.38461538461538464
93,panjaave,पंजावे,पंजाब,335.0176811218262,8,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.8333333333333334
94,ogastaavestalaind,ऑगस्टावेस्टलैंड,ओगास्टावेस्टालाइंड,422.90258407592773,17,15,18,0,5,0.2777777777777778,0.3333333333333333,0.7222222222222222,0.06666666666666667,1.2
95,raashtraa,राष्ट्रा,राष्ट्र,333.61005783081055,9,8,7,0,1,0.125,0.125,0.875,0.875,0.875
96,bhabhadh,भभड़,भभध,333.1484794616699,8,4,3,0,2,0.5,0.5,0.5,0.5,0.75
97,chhidey,छिड़े,च्हिडेई,358.1809997558594,7,5,7,0,5,0.7142857142857143,1.0,0.2857142857142857,0.0,1.4
98,gairaraashtravadee,गैरराष्ट्रवादी,गैरराष्ट्रवादी,384.5386505126953,18,14,14,1,0,0.0,0.0,1.0,1.0,1.0
99,choochiyaan,चूचियां,चूचियान,356.7807674407959,11,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
100,maayaajaal,मायाजाल,मयाजाल,351.2270450592041,10,7,6,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.14285714285714285,0.8571428571428571
101,pratibhanusar,प्रतिभानुसार,प्रतिभानुसार,368.4196472167969,13,12,12,1,0,0.0,0.0,1.0,1.0,1.0
102,unionvaadi,यूनियनवादी,यूनियनवादी,375.7593631744385,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
103,bhramacharchaaon,ब्रह्मचर्चाओं,भ्रामचरचौन,394.695520401001,16,13,10,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.15384615384615385,0.7692307692307693
104,jaykara,जयकारा,जयकारा,347.4922180175781,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
105,peedhiyon,पीड़ियों,पीडीहियों,360.54325103759766,9,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.375,1.125
106,chhanysa,छांयसा,च्हन्यसा,357.3732376098633,8,6,8,0,5,0.625,0.8333333333333334,0.375,0.0,1.3333333333333333
107,khadhaamukh,खड़ामुख,खदामुख,344.7580337524414,11,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
108,unee,उंई,उनी,329.03122901916504,4,3,3,0,2,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
109,bakhshate,बख्शते,बख्शते,345.9458351135254,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
110,suvidhaaonh,सुविधाओंः,सुविधाओं,344.73252296447754,11,9,8,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.8888888888888888
111,kaaryakaaryakartaon,कार्यकार्यकर्ताओं,कार्यकार्यकर्ताओं,381.2119960784912,19,17,17,1,0,0.0,0.0,1.0,1.0,1.0
112,chitrakatha,चित्रकथा,चित्रकथा,351.16076469421387,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
113,brahmacharchaon,ब्रह्मचर्चाओं,ब्रह्मचर्योण,391.8938636779785,15,13,12,0,4,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.6923076923076923,0.9230769230769231
114,housing,हाऊसिंग,हाउज़िंग,345.4909324645996,7,7,8,0,3,0.375,0.42857142857142855,0.625,0.2857142857142857,1.1428571428571428
115,atyaachaarapoorn,अत्याचारपूर्ण,अत्याचारपूर्ण,346.0116386413574,16,13,13,1,0,0.0,0.0,1.0,1.0,1.0
116,phektraree,फेक्ट्ररी,फेक्टरी,346.85444831848145,10,9,7,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.5555555555555556,0.7777777777777778
117,khandaharanumaa,खंडहरनुमा,खण्डहरनुमा,375.63467025756836,15,9,10,0,2,0.2,0.2222222222222222,0.8,0.1111111111111111,1.1111111111111112
118,fibroids,फाइब्रॉइड्स,फ़ाइबॉयड्स,384.78684425354004,8,11,10,0,4,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.9090909090909091
119,gumshudagi,गुमशुदगी,गुमशुदगी,360.1095676422119,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
120,thakurvadee,ठाकुरवादी,थाकुरवाडी,370.7094192504883,11,9,9,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.7777777777777778,1.0
121,electrotex,इलेक्ट्रोटेक्स,एलेक्ट्रोटेक्स,398.1597423553467,10,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
122,matiyana,मतियाना,मतीयाना,343.72401237487793,8,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
123,kshetren,क्षेत्रें,क्षेत्रेन,335.29043197631836,8,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
124,kagelen,कगेलेन,कगेलेन,356.8751811981201,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
125,radiopremi,रेडियोप्रेमी,रेडियोप्रेमी,378.9975643157959,10,12,12,1,0,0.0,0.0,1.0,1.0,1.0
126,vimukhataa,विमुखता,विमुखता,348.8752841949463,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
127,latakakar,लटककर,लटाकाकर,352.36644744873047,9,5,7,0,2,0.2857142857142857,0.4,0.7142857142857143,0.6,1.4
128,outomaitikali,औटोमैटिकली,औटोमाईटिकाली,390.98167419433594,13,10,12,0,3,0.25,0.3,0.75,0.4,1.2
129,jaikaara,जयकारा,जैकारा,333.06050300598145,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
130,jabaabee,जबाबी,जाबाबी,347.55587577819824,8,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.2,1.2
131,seedeeyaan,सीडीयां,सीदियान,372.1897602081299,10,7,7,0,3,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,1.0
132,badyaal,बडयाल,बदियाल,350.3084182739258,7,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.2,1.2
133,jutati,जुटाती,जुटटी,332.96680450439453,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
134,lubhate,लुभाते,लुभते,354.3050289154053,7,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
135,oef,ओईएफ,ओएफ,333.6822986602783,3,4,3,0,1,0.25,0.25,0.75,0.25,0.75
136,shaksubahey,शकसुबहे,शक्शुबहै,367.2153949737549,11,7,8,0,3,0.375,0.42857142857142855,0.625,0.2857142857142857,1.1428571428571428
137,sarebaajaar,सरेबाजार,सरेबाजार,374.5403289794922,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
138,mataantaran,मतांतरण,मातान्तरन,366.38736724853516,11,7,9,0,4,0.4444444444444444,0.5714285714285714,0.5555555555555556,0.14285714285714285,1.2857142857142858
139,dastaanen,दस्तानें,दस्तानेन,345.2796936035156,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
140,sahyatri,सहयात्री,साह्यात्रि,362.1177673339844,8,8,10,0,3,0.3,0.375,0.7,0.125,1.25
141,parmeshwarpur,परमेश्वरपुर,परमेश्वरपुर,375.1699924468994,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
142,sound,सांऊड,साउंड,332.98277854919434,5,5,5,0,2,0.4,0.4,0.6,0.6,1.0
143,pratibhaanusar,प्रतिभानुसार,प्रतिभानुसार,365.65518379211426,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
144,jarooreeh,जरूरीः,जरूरिह,344.39587593078613,9,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
145,aarasetee,आरसेटी,अरासेटी,395.3719139099121,9,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.16666666666666666,1.1666666666666667
146,maseehiyon,मसीहियों,मसीहियों,346.61293029785156,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
147,anumar,अनुमार,अनुमार,334.8727226257324,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
148,sootrapaada,सूत्रपाडा,सूत्रपाद,365.81993103027344,11,9,8,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.8888888888888888
149,purnsveekrit,पुर्नस्वीकृत,पूर्णसवीकृत,358.17956924438477,12,12,11,0,3,0.25,0.25,0.75,0.3333333333333333,0.9166666666666666
150,distrivution,डिस्ट्रिव्यूशन,दिस्त्रीब्यूशन,384.8388195037842,12,14,14,0,4,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
151,angad,अँगद,अंगद,331.2945365905762,5,4,4,0,1,0.25,0.25,0.75,0.75,1.0
152,janbhaawna,जनभावना,जनभावना,342.38576889038086,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
153,anukraman,अनुक्रमण,अनुक्रमण,353.182315826416,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
154,samunukool,समुनुकूल,समुनुकूल,352.76269912719727,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
155,sabstensis,सबस्टेंसिस,सबस्टेंसिस,368.422269821167,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
156,aagbabulaa,आगबबूला,अगबबुल्ला,387.62664794921875,10,7,9,0,4,0.4444444444444444,0.5714285714285714,0.5555555555555556,0.5714285714285714,1.2857142857142858
157,chuchiyan,चूचियां,चुचियान,346.6658592224121,9,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
158,shreemaddayaanand,श्रीमद्दयानन्द,श्रीमद्दायानन्द,393.5096263885498,17,14,15,0,1,0.06666666666666667,0.07142857142857142,0.9333333333333333,0.6428571428571429,1.0714285714285714
159,logon,लोगोंं,लोगों,342.11158752441406,5,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
160,wef,डब्ल्यूईएफ,वेफ,325.84381103515625,3,10,3,0,9,0.9,0.9,0.09999999999999998,0.0,0.3
161,kalasaanaa,कलसाना,कलासाना,339.1611576080322,10,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.3333333333333333,1.1666666666666667
162,distreebyootaree,डिस्ट्रीब्यूटरी,दिस्ट्रीब्यूटारी,384.7317695617676,16,15,16,0,2,0.125,0.13333333333333333,0.875,0.8,1.0666666666666667
163,dvimasik,द्विमासिक,द्विमासिक,360.9435558319092,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
164,nishkarshatah,निष्कर्षतः,निष्कर्षतः,354.1455268859863,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
165,anishtata,अनिष्टता,अनिष्ठता,357.7880859375,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
166,alaymani,अलयमनी,अलैमनी,360.6843948364258,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
167,umadtee,उमड़ती,उमदती,351.5665531158447,7,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.8333333333333334
168,aaungaa,आउंगा,अउंगा,353.8684844970703,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
169,echajedateesee,एचजेडटीसी,अचाजेदतिसी,384.5701217651367,14,9,10,0,5,0.5,0.5555555555555556,0.5,0.1111111111111111,1.1111111111111112
170,badaain,बड़ाएँ,बदाईन,355.12328147888184,7,6,5,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334
171,aatankwaadiyon,आतंकवादियोंं,आतंकवादीयों,382.3683261871338,14,12,11,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666
172,latakkar,लटककर,लटक्कर,425.51255226135254,8,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
173,talate,तलते,तलाते,350.8439064025879,6,4,5,0,1,0.2,0.25,0.8,0.5,1.25
174,rajnichi,राजनीचि,राजनिचि,349.7121334075928,8,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
175,dhanshyaam,धनश्याम,धंश्याम,351.7119884490967,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
176,parisamwad,परिसंवाद,परिसम्वाद,361.21439933776855,10,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.5,1.125
177,cremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,353.39856147766113,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
178,nindaniya,निंदनीय,निंदनिया,347.75805473327637,9,7,8,0,2,0.25,0.2857142857142857,0.75,0.8571428571428571,1.1428571428571428
179,gumtahi,गुमटही,गुमताही,355.74960708618164,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,1.1666666666666667
180,bainama,बैनामा,बाइनामा,334.2468738555908,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.16666666666666666,1.1666666666666667
181,insanee,इनसानी,ईन्सानी,335.41393280029297,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.16666666666666666,1.1666666666666667
182,rikannekting,रिकनेक्टिंग,रिकानेक्टिंग,373.366117477417,12,11,12,0,1,0.08333333333333333,0.09090909090909091,0.9166666666666666,0.2727272727272727,1.0909090909090908
183,piria,पाइरिया,पिरिया,334.0284824371338,5,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
184,saunpengi,सौंपेंगी,सौपेंगी,365.24248123168945,9,8,7,0,1,0.125,0.125,0.875,0.25,0.875
185,deniar,डेनिअर,दिनियर,337.1760845184326,6,6,6,0,3,0.5,0.5,0.5,0.5,1.0
186,poorneshvaree,पूर्णेश्वरी,पूर्णेश्वरी,362.00833320617676,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
