index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
35,vigyaanavaadiyon,विज्ञानवादियों,विज्ञानवादियों,408.45346450805664,16,14,14,1,0,0.0,0.0,1.0,1.0,1.0
36,tinkaa,टिंका,तिंक़ा,412.1272563934326,6,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.6,1.2
37,neemkathana,नीमकाथाना,नीमकथाना,408.91385078430176,11,9,8,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.4444444444444444,0.8888888888888888
38,rajnitikaaron,राजनीतिकारों,राजनितिकारों,414.63780403137207,13,12,12,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,1.0
39,ubaala,उबाला,उबाला,338.0742073059082,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
40,khaayal,क़ायल,ख़ायल,370.73540687561035,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
41,jivati,जीवति,जीवती,344.76685523986816,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
42,rookvaaee,रुकवाई,रूक्वाए,412.7011299133301,9,6,7,0,3,0.42857142857142855,0.5,0.5714285714285714,0.3333333333333333,1.1666666666666667
43,nigmaayukt,निगमायुक्त,निगमायुक्त,412.90879249572754,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
44,uthaaeange,उठाएँगे,उठाएंगे,413.34056854248047,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
45,badhane,बड़ने,बधाने,339.7941589355469,7,5,5,0,2,0.4,0.4,0.6,0.6,1.0
46,hathdharmitaa,हठधर्मिता,हथधर्मिता,414.5398139953613,13,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
47,extremadura,एक्स्ट्रीमाडुरा,एक्स्ट्रेमादुरा,519.1867351531982,11,15,15,0,2,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.8666666666666667,1.0
48,samruddhiyon,समृद्धियों,समृद्धियों,411.82732582092285,12,10,10,1,0,0.0,0.0,1.0,1.0,1.0
49,rodrej,रोडरेज,रोड्रेज,402.83703804016113,6,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.5,1.1666666666666667
50,lubhaavna,लुभावना,लुभावना,371.40798568725586,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
51,tinka,टिंका,तिंका,337.6739025115967,5,5,5,0,1,0.2,0.2,0.8,0.8,1.0
52,jhaugunj,झाउगंज,झौगुंज,414.51525688171387,8,6,6,0,3,0.5,0.5,0.5,0.5,1.0
53,antarwisht,अंतर्विष्ट,अंतरविष्ट,377.8865337371826,10,10,9,0,1,0.1,0.1,0.9,0.4,0.9
54,istraailiyon,इस्त्राइलियों,इस्त्राइलियों,656.0466289520264,12,13,13,1,0,0.0,0.0,1.0,1.0,1.0
55,nyootriyo,न्यूट्रियो,न्यूट्रियो,430.2213191986084,9,10,10,1,0,0.0,0.0,1.0,1.0,1.0
56,mukhyaadhyaapika,मुख्याध्यापिका,मुख्याध्यापिका,476.9124984741211,16,14,14,1,0,0.0,0.0,1.0,1.0,1.0
57,antarraajyikaran,अंतरराज्यीकरण,अंतर्राज्यिकरण,509.17577743530273,16,13,14,0,2,0.14285714285714285,0.15384615384615385,0.8571428571428572,0.3076923076923077,1.0769230769230769
58,khaarakon,खारकों,खाराकोन,396.29411697387695,9,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,1.1666666666666667
59,metrologist,मैट्रोलॉजिस्ट,मेट्रोलॉजिस्ट,492.62332916259766,11,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
60,auditor,ऑडिटर,ऑडिटर,410.114049911499,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
61,lorda,लोरदा,लॉर्डा,852.2224426269531,5,5,6,0,3,0.5,0.6,0.5,0.4,1.2
62,kremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,417.1628952026367,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
63,aatmasanrakshan,आत्मसंरक्षण,आत्मसंरक्षण,491.75238609313965,15,11,11,1,0,0.0,0.0,1.0,1.0,1.0
64,hogaah,होगाः,होगा,392.47989654541016,6,5,4,0,1,0.2,0.2,0.8,0.8,0.8
65,jhaiyaan,झाइयां,झैयााँ,402.91857719421387,8,6,6,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
66,adhikariyon,अधिकरियों,अधिकारियों,404.19769287109375,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.4444444444444444,1.1111111111111112
67,orignal,ऑरिजनल,ओरिजिनल,437.7913475036621,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,1.1666666666666667
68,xnx,एक्सएनएक्स,क्ष्न्क्स,397.5179195404053,3,10,9,0,4,0.4,0.4,0.6,0.0,0.9
69,bhijwaaee,भिजवाई,भिजवाई,388.30089569091797,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
70,shakhsiyaten,शख्सियतें,शख्सियतें,456.4690589904785,12,9,9,1,0,0.0,0.0,1.0,1.0,1.0
71,charchaamanch,चर्चामंच,चर्चामंच,389.15228843688965,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
72,chhavindra,छविंद्र,छविन्द्रा,419.2934036254883,10,7,9,0,3,0.3333333333333333,0.42857142857142855,0.6666666666666667,0.42857142857142855,1.2857142857142858
73,prasadhikaaen,प्रसाधिकाएं,प्रसाधिकाएँ,422.8847026824951,13,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
74,phijoolkharchi,फिजूलखर्ची,फिजूलखर्ची,458.2862854003906,14,10,10,1,0,0.0,0.0,1.0,1.0,1.0
75,dahaade,दहाड़े,दहाड़े,374.19581413269043,7,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
76,haathe,हाथे,हाथे,337.4783992767334,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
77,electroteks,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,479.4769287109375,11,14,14,1,0,0.0,0.0,1.0,1.0,1.0
78,mantriyonke,मंत्रियोंके,मंत्रियोंके,375.8389949798584,11,11,11,1,0,0.0,0.0,1.0,1.0,1.0
79,parmaujood,परमौजूद,परमौजूद,926.5379905700684,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
80,lautis,लउटिस,लौटिस,384.8767280578613,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
81,vaidh,वैध्,वैध,349.9491214752197,5,4,3,0,1,0.25,0.25,0.75,0.75,0.75
82,gadbadbadi,गड़बड़बड़ी,गडबडबडी,460.2549076080322,10,10,7,0,3,0.3,0.3,0.7,0.2,0.7
83,pradhanmantriki,प्रधानमंत्रीकी,प्रधानमंत्रीकी,457.2484493255615,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
84,pratinidheeyo,प्रतिनिधीयो,प्रतिनिधेयो,530.3537845611572,13,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
85,anyonyashritataa,अन्योन्याश्रितता,अन्योन्याश्रितता,565.1237964630127,16,16,16,1,0,0.0,0.0,1.0,1.0,1.0
86,nirikshak,निरिक्षक,निरीक्षक,423.816442489624,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
87,malaun,मलौन,मलौन,386.216402053833,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
88,dangon,डंगों,दंगन,356.26864433288574,6,5,4,0,3,0.6,0.6,0.4,0.4,0.8
89,vipannata,विपन्नता,विपन्नता,403.06830406188965,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
90,satyarthprakash,सत्यार्थप्रकाश,सत्यार्थप्रकाश,476.00245475769043,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
91,ushtee,उशती,उष्टी,365.7534122467041,6,4,5,0,3,0.6,0.75,0.4,0.25,1.25
92,wccl,डब्ल्यूसीसीएल,विसीसीएल,472.8720188140869,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
93,panjaave,पंजावे,पंजावे,430.7267665863037,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
94,ogastaavestalaind,ऑगस्टावेस्टलैंड,ओगस्टावेस्टलैंड,545.6342697143555,17,15,15,0,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.9333333333333333,1.0
95,raashtraa,राष्ट्रा,राष्ट्रा,405.37452697753906,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
96,bhabhadh,भभड़,भभध,377.25186347961426,8,4,3,0,2,0.5,0.5,0.5,0.5,0.75
97,chhidey,छिड़े,छिदे,350.76284408569336,7,5,4,0,2,0.4,0.4,0.6,0.4,0.8
98,gairaraashtravadee,गैरराष्ट्रवादी,गैराराष्ट्रवादी,482.8753471374512,18,14,15,0,1,0.06666666666666667,0.07142857142857142,0.9333333333333333,0.21428571428571427,1.0714285714285714
99,choochiyaan,चूचियां,चूचियाँ,376.79028511047363,11,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
100,maayaajaal,मायाजाल,मायाजाल,412.75930404663086,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
101,pratibhanusar,प्रतिभानुसार,प्रतिभानुसार,753.913402557373,13,12,12,1,0,0.0,0.0,1.0,1.0,1.0
102,unionvaadi,यूनियनवादी,यूनियनवादी,454.78057861328125,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
103,bhramacharchaaon,ब्रह्मचर्चाओं,भ्रमचरचाओं,459.02252197265625,16,13,10,0,4,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.23076923076923078,0.7692307692307693
104,jaykara,जयकारा,जयकारा,386.1978054046631,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
105,peedhiyon,पीड़ियों,पीढ़ियों,387.06254959106445,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
106,chhanysa,छांयसा,छन्यसा,426.18846893310547,8,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
107,khadhaamukh,खड़ामुख,ख़दामुख़,476.4120578765869,11,7,8,0,3,0.375,0.42857142857142855,0.625,0.7142857142857143,1.1428571428571428
108,unee,उंई,उनी,331.3922882080078,4,3,3,0,2,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
109,bakhshate,बख्शते,बख्शते,405.4999351501465,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
110,suvidhaaonh,सुविधाओंः,सुविधाओंह,440.929651260376,11,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
111,kaaryakaaryakartaon,कार्यकार्यकर्ताओं,कार्यकार्यकर्ताओं,510.3433132171631,19,17,17,1,0,0.0,0.0,1.0,1.0,1.0
112,chitrakatha,चित्रकथा,चित्रकथा,387.251615524292,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
113,brahmacharchaon,ब्रह्मचर्चाओं,ब्रह्मचार्चॉन,458.59527587890625,15,13,13,0,4,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.5384615384615384,1.0
114,housing,हाऊसिंग,हाउसिंग,385.7688903808594,7,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
115,atyaachaarapoorn,अत्याचारपूर्ण,अत्याचारपूर्ण,388.0925178527832,16,13,13,1,0,0.0,0.0,1.0,1.0,1.0
116,phektraree,फेक्ट्ररी,फेक्ट्ररी,423.83432388305664,10,9,9,1,0,0.0,0.0,1.0,1.0,1.0
117,khandaharanumaa,खंडहरनुमा,खंडहारनुमा,492.0217990875244,15,9,10,0,1,0.1,0.1111111111111111,0.9,0.4444444444444444,1.1111111111111112
118,fibroids,फाइब्रॉइड्स,फाइब्रॉइड्स,563.8582706451416,8,11,11,1,0,0.0,0.0,1.0,1.0,1.0
119,gumshudagi,गुमशुदगी,गुमशुदगी,462.80884742736816,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
120,thakurvadee,ठाकुरवादी,थकुरवाड़ी,447.4940299987793,11,9,9,0,4,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.1111111111111111,1.0
121,electrotex,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,490.0059700012207,10,14,14,1,0,0.0,0.0,1.0,1.0,1.0
122,matiyana,मतियाना,मटियाना,378.98826599121094,8,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
123,kshetren,क्षेत्रें,क्षेत्रेन,340.5628204345703,8,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
124,kagelen,कगेलेन,कैगलेन,389.0998363494873,7,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
125,radiopremi,रेडियोप्रेमी,रेडियोप्रेमी,459.6138000488281,10,12,12,1,0,0.0,0.0,1.0,1.0,1.0
126,vimukhataa,विमुखता,विमुखता,378.0694007873535,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
127,latakakar,लटककर,लटाकाकर,381.8025588989258,9,5,7,0,2,0.2857142857142857,0.4,0.7142857142857143,0.6,1.4
128,outomaitikali,औटोमैटिकली,ऑटोमैटिकली,597.9032516479492,13,10,10,0,1,0.1,0.1,0.9,0.9,1.0
129,jaikaara,जयकारा,जैकारा,419.0709590911865,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
130,jabaabee,जबाबी,जाबाबी,387.5393867492676,8,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.2,1.2
131,seedeeyaan,सीडीयां,सीडीयाँ,387.67385482788086,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
132,badyaal,बडयाल,बद्याल,349.05481338500977,7,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.2,1.2
133,jutati,जुटाती,जुटटी,345.20983695983887,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
134,lubhate,लुभाते,लुभाते,338.9468193054199,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
135,oef,ओईएफ,ओएफ़,341.9172763824463,3,4,4,0,2,0.5,0.5,0.5,0.25,1.0
136,shaksubahey,शकसुबहे,शक्सुबहे,412.95933723449707,11,7,8,0,1,0.125,0.14285714285714285,0.875,0.2857142857142857,1.1428571428571428
137,sarebaajaar,सरेबाजार,सरेबाजार,410.9199047088623,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
138,mataantaran,मतांतरण,मातांतरण,377.24971771240234,11,7,8,0,1,0.125,0.14285714285714285,0.875,0.14285714285714285,1.1428571428571428
139,dastaanen,दस्तानें,दस्ताने,345.9935188293457,9,8,7,0,1,0.125,0.125,0.875,0.875,0.875
140,sahyatri,सहयात्री,सहयात्री,412.4438762664795,8,8,8,1,0,0.0,0.0,1.0,1.0,1.0
141,parmeshwarpur,परमेश्वरपुर,परमेश्वरपुर,410.07280349731445,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
142,sound,सांऊड,साउंड,343.4131145477295,5,5,5,0,2,0.4,0.4,0.6,0.6,1.0
143,pratibhaanusar,प्रतिभानुसार,प्रतिभानुसार,441.33663177490234,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
144,jarooreeh,जरूरीः,जरूरी,342.7729606628418,9,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
145,aarasetee,आरसेटी,आरासेटी,407.7446460723877,9,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.3333333333333333,1.1666666666666667
146,maseehiyon,मसीहियों,मसीहीयों,408.9694023132324,10,8,8,0,1,0.125,0.125,0.875,0.875,1.0
147,anumar,अनुमार,अनुमार,379.4214725494385,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
148,sootrapaada,सूत्रपाडा,सूत्रपाद,408.3142280578613,11,9,8,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.8888888888888888
149,purnsveekrit,पुर्नस्वीकृत,पूर्णस्वीकृत,378.41057777404785,12,12,12,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
150,distrivution,डिस्ट्रिव्यूशन,दिस्ट्रीब्यूशन,455.1560878753662,12,14,14,0,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.7857142857142857,1.0
151,angad,अँगद,अंगड़,353.7576198577881,5,4,5,0,3,0.6,0.75,0.4,0.5,1.25
152,janbhaawna,जनभावना,जनभावना,355.0889492034912,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
153,anukraman,अनुक्रमण,अनुक्रमण,426.8310070037842,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
154,samunukool,समुनुकूल,समनूकूल,427.4106025695801,10,8,7,0,2,0.25,0.25,0.75,0.25,0.875
155,sabstensis,सबस्टेंसिस,सब्स्टेन्सिस,498.821496963501,10,10,12,0,3,0.25,0.3,0.75,0.3,1.2
156,aagbabulaa,आगबबूला,आगबबुलाआ,479.0465831756592,10,7,8,0,2,0.25,0.2857142857142857,0.75,0.8571428571428571,1.1428571428571428
157,chuchiyan,चूचियां,चुचियाँ,342.39673614501953,9,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
158,shreemaddayaanand,श्रीमद्दयानन्द,श्रीमद्दयानंद,512.0604038238525,17,14,13,0,2,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.7857142857142857,0.9285714285714286
159,logon,लोगोंं,लोगों,346.240758895874,5,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
160,wef,डब्ल्यूईएफ,वेफ़,340.1069641113281,3,10,4,0,10,1.0,1.0,0.0,0.0,0.4
161,kalasaanaa,कलसाना,कालासान,339.4606113433838,10,6,7,0,3,0.42857142857142855,0.5,0.5714285714285714,0.5,1.1666666666666667
162,distreebyootaree,डिस्ट्रीब्यूटरी,दिस्ट्रीब्यूटरी,479.4573783874512,16,15,15,0,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.9333333333333333,1.0
163,dvimasik,द्विमासिक,द्विमासिक,408.0195426940918,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
164,nishkarshatah,निष्कर्षतः,निष्कर्षतः,378.6766529083252,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
165,anishtata,अनिष्टता,अनिष्टता,373.67868423461914,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
166,alaymani,अलयमनी,अलायमनी,408.16187858581543,8,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.3333333333333333,1.1666666666666667
167,umadtee,उमड़ती,उमादती,373.2790946960449,7,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
168,aaungaa,आउंगा,आऊंगा,511.7645263671875,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
169,echajedateesee,एचजेडटीसी,एचाजेडेटीसी,493.5424327850342,14,9,11,0,2,0.18181818181818182,0.2222222222222222,0.8181818181818181,0.3333333333333333,1.2222222222222223
170,badaain,बड़ाएँ,बदाईं,385.80894470214844,7,6,5,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334
171,aatankwaadiyon,आतंकवादियोंं,आतंकवादियों,558.7000846862793,14,12,11,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666
172,latakkar,लटककर,लटक्कर,414.36266899108887,8,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
173,talate,तलते,तलाते,379.1646957397461,6,4,5,0,1,0.2,0.25,0.8,0.5,1.25
174,rajnichi,राजनीचि,राजनिची,382.9331398010254,8,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
175,dhanshyaam,धनश्याम,धनश्याम,384.8140239715576,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
176,parisamwad,परिसंवाद,पैरिसम्वाद,443.1016445159912,10,8,10,0,3,0.3,0.375,0.7,0.125,1.25
177,cremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,374.01747703552246,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
178,nindaniya,निंदनीय,निंदनिया,383.404016494751,9,7,8,0,2,0.25,0.2857142857142857,0.75,0.8571428571428571,1.1428571428571428
179,gumtahi,गुमटही,गुम्तही,490.1421070098877,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,1.1666666666666667
180,bainama,बैनामा,बैनामा,384.509801864624,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
181,insanee,इनसानी,इन्सानी,381.26420974731445,7,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.3333333333333333,1.1666666666666667
182,rikannekting,रिकनेक्टिंग,रिकनेक्टिंग,419.91662979125977,12,11,11,1,0,0.0,0.0,1.0,1.0,1.0
183,piria,पाइरिया,पीरिया,347.54347801208496,5,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
184,saunpengi,सौंपेंगी,सौंपेगी,422.2726821899414,9,8,7,0,1,0.125,0.125,0.875,0.625,0.875
185,deniar,डेनिअर,देनियर,383.0735683441162,6,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
186,poorneshvaree,पूर्णेश्वरी,पूर्णेश्वरी,384.1571807861328,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
187,tolakarmee,टोलकर्मी,तोलाकर्मी,418.2782173156738,10,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.25,1.125
188,dwirookta,द्विरुक्त,द्विरूक्त,433.02440643310547,9,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
189,dodawaasiyon,डोडावासियों,दोदवासियों,479.9356460571289,12,11,10,0,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.09090909090909091,0.9090909090909091
190,prabhaawich,प्रभाविच,प्रभाविच,384.8459720611572,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
