index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
30,chatakate,चटकाते,चटकते,152.754545211792,9,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
31,moujud,मौजुद,मौजुद,149.67012405395508,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
32,dhumrapaan,धुम्रपान,धूम्रपान,198.73881340026855,10,8,8,0,1,0.125,0.125,0.875,0.875,1.0
33,adivadiyon,आदिवादियों,आदिवादियों,271.36707305908203,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
34,kavyavidhaaon,काव्यविधाओं,काव्यविधाओं,264.6031379699707,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
35,vigyaanavaadiyon,विज्ञानवादियों,विज्ञानवादियों,331.6335678100586,16,14,14,1,0,0.0,0.0,1.0,1.0,1.0
36,tinkaa,टिंका,टिंका,123.54660034179688,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
37,neemkathana,नीमकाथाना,नीमकथना,194.06366348266602,11,9,7,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.5555555555555556,0.7777777777777778
38,rajnitikaaron,राजनीतिकारों,रजनीतिकारों,284.9445343017578,13,12,11,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.9166666666666666
39,ubaala,उबाला,उबाला,149.25003051757812,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
40,khaayal,क़ायल,खायल,122.17211723327637,7,5,4,0,2,0.4,0.4,0.6,0.0,0.8
41,jivati,जीवति,जीवती,149.87611770629883,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
42,rookvaaee,रुकवाई,रूकवाई,175.63486099243164,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
43,nigmaayukt,निगमायुक्त,निगमायुक्त,269.41394805908203,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
44,uthaaeange,उठाएँगे,उठाएंगे,180.49263954162598,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
45,badhane,बड़ने,बढ़ने,139.95909690856934,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
46,hathdharmitaa,हठधर्मिता,हथधर्मिता,281.0370922088623,13,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
47,extremadura,एक्स्ट्रीमाडुरा,एक्सट्रीमदुरा,368.18981170654297,11,15,13,0,3,0.2,0.2,0.8,0.26666666666666666,0.8666666666666667
48,samruddhiyon,समृद्धियों,समरुद्धियों,285.4011058807373,12,10,11,0,2,0.18181818181818182,0.2,0.8181818181818181,0.2,1.1
49,rodrej,रोडरेज,रोडरेज,174.14212226867676,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
50,lubhaavna,लुभावना,लुभावना,163.94591331481934,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
51,tinka,टिंका,टिंका,123.92997741699219,5,5,5,1,0,0.0,0.0,1.0,1.0,1.0
52,jhaugunj,झाउगंज,झौगुंज,163.30647468566895,8,6,6,0,3,0.5,0.5,0.5,0.5,1.0
53,antarwisht,अंतर्विष्ट,अंतर्विष्ट,263.26918601989746,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
54,istraailiyon,इस्त्राइलियों,इस्त्राइलियों,316.90025329589844,12,13,13,1,0,0.0,0.0,1.0,1.0,1.0
55,nyootriyo,न्यूट्रियो,न्यूट्रियो,237.22028732299805,9,10,10,1,0,0.0,0.0,1.0,1.0,1.0
56,mukhyaadhyaapika,मुख्याध्यापिका,मुख्याध्यापिका,344.3784713745117,16,14,14,1,0,0.0,0.0,1.0,1.0,1.0
57,antarraajyikaran,अंतरराज्यीकरण,अंतर्राज्यीकरण,349.02119636535645,16,13,14,0,1,0.07142857142857142,0.07692307692307693,0.9285714285714286,0.3076923076923077,1.0769230769230769
58,khaarakon,खारकों,खारकों,176.25069618225098,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
59,metrologist,मैट्रोलॉजिस्ट,मेट्रोलॉजिस्ट,320.33395767211914,11,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
60,auditor,ऑडिटर,ऑडिटर,125.55861473083496,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
61,lorda,लोरदा,लोर्डा,148.4050750732422,5,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.6,1.2
62,kremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,290.3776168823242,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
63,aatmasanrakshan,आत्मसंरक्षण,आत्मसंरक्षण,288.09595108032227,15,11,11,1,0,0.0,0.0,1.0,1.0,1.0
64,hogaah,होगाः,होगाह,121.22774124145508,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
65,jhaiyaan,झाइयां,झैयां,123.1546401977539,8,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.8333333333333334
66,adhikariyon,अधिकरियों,अधिकारियों,262.0849609375,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.4444444444444444,1.1111111111111112
67,orignal,ऑरिजनल,ओरिग्नल,194.77009773254395,7,6,7,0,3,0.42857142857142855,0.5,0.5714285714285714,0.3333333333333333,1.1666666666666667
68,xnx,एक्सएनएक्स,एक्सएनएक्स,244.34280395507812,3,10,10,1,0,0.0,0.0,1.0,1.0,1.0
69,bhijwaaee,भिजवाई,भिजवाई,177.2913932800293,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
70,shakhsiyaten,शख्सियतें,शख्सियतें,244.40264701843262,12,9,9,1,0,0.0,0.0,1.0,1.0,1.0
71,charchaamanch,चर्चामंच,चर्चामंच,209.67459678649902,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
72,chhavindra,छविंद्र,छविंद्र,214.30540084838867,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
73,prasadhikaaen,प्रसाधिकाएं,प्रसाधिकाएँ,295.4106330871582,13,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
74,phijoolkharchi,फिजूलखर्ची,फिजूलखर्ची,262.892484664917,14,10,10,1,0,0.0,0.0,1.0,1.0,1.0
75,dahaade,दहाड़े,दहाड़े,147.6881504058838,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
76,haathe,हाथे,हाथे,126.01780891418457,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
77,electroteks,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,341.0296440124512,11,14,14,1,0,0.0,0.0,1.0,1.0,1.0
78,mantriyonke,मंत्रियोंके,मंत्रियोंके,293.86067390441895,11,11,11,1,0,0.0,0.0,1.0,1.0,1.0
79,parmaujood,परमौजूद,परमौजूद,198.3046531677246,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
80,lautis,लउटिस,लॉटिस,145.45154571533203,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
81,vaidh,वैध्,वैध,96.34208679199219,5,4,3,0,1,0.25,0.25,0.75,0.75,0.75
82,gadbadbadi,गड़बड़बड़ी,गड़बड़बाड़ी,263.916015625,10,10,11,0,1,0.09090909090909091,0.1,0.9090909090909091,0.7,1.1
83,pradhanmantriki,प्रधानमंत्रीकी,प्रधानमंत्रिकी,359.6203327178955,15,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
84,pratinidheeyo,प्रतिनिधीयो,प्रतिनिधीयो,265.5162811279297,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
85,anyonyashritataa,अन्योन्याश्रितता,अन्योन्यश्रिता,324.71728324890137,16,16,14,0,2,0.125,0.125,0.875,0.5,0.875
86,nirikshak,निरिक्षक,निरीक्षक,203.69863510131836,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
87,malaun,मलौन,मलौन,120.95355987548828,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
88,dangon,डंगों,डांगों,147.75848388671875,6,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.2,1.2
89,vipannata,विपन्नता,विपन्नता,236.1154556274414,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
90,satyarthprakash,सत्यार्थप्रकाश,सत्यार्थप्रकाश,338.5896682739258,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
91,ushtee,उशती,उष्टी,124.46284294128418,6,4,5,0,3,0.6,0.75,0.4,0.25,1.25
92,wccl,डब्ल्यूसीसीएल,वीसीसीएल,215.29006958007812,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
93,panjaave,पंजावे,पंजावे,161.05031967163086,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
94,ogastaavestalaind,ऑगस्टावेस्टलैंड,ओगस्तावेस्तलैंड,394.1354751586914,17,15,15,0,3,0.2,0.2,0.8,0.8,1.0
95,raashtraa,राष्ट्रा,राष्ट्रा,196.30193710327148,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
96,bhabhadh,भभड़,भाभाध,94.55728530883789,8,4,5,0,3,0.6,0.75,0.4,0.25,1.25
97,chhidey,छिड़े,छिड़े,126.0671615600586,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
98,gairaraashtravadee,गैरराष्ट्रवादी,गैरराष्ट्रवादी,354.89726066589355,18,14,14,1,0,0.0,0.0,1.0,1.0,1.0
99,choochiyaan,चूचियां,चूचियाँ,175.17852783203125,11,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
100,maayaajaal,मायाजाल,मायाजाल,193.97902488708496,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
101,pratibhanusar,प्रतिभानुसार,प्रतिभानुसार,302.11663246154785,13,12,12,1,0,0.0,0.0,1.0,1.0,1.0
102,unionvaadi,यूनियनवादी,यूनियनवादी,262.8295421600342,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
103,bhramacharchaaon,ब्रह्मचर्चाओं,भ्रमचर्चाओं,260.3483200073242,16,13,11,0,3,0.23076923076923078,0.23076923076923078,0.7692307692307692,0.15384615384615385,0.8461538461538461
104,jaykara,जयकारा,जयकरा,166.04208946228027,7,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
105,peedhiyon,पीड़ियों,पीढ़ियों,196.0923671722412,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
106,chhanysa,छांयसा,छन्यसा,166.40949249267578,8,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
107,khadhaamukh,खड़ामुख,खधामुख,173.4597682952881,11,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
108,unee,उंई,उनी,123.76618385314941,4,3,3,0,2,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
109,bakhshate,बख्शते,बख्शते,142.5313949584961,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
110,suvidhaaonh,सुविधाओंः,सुविधाओंह,218.13535690307617,11,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
111,kaaryakaaryakartaon,कार्यकार्यकर्ताओं,कार्यकार्यकर्ताओं,429.19087409973145,19,17,17,1,0,0.0,0.0,1.0,1.0,1.0
112,chitrakatha,चित्रकथा,चित्रकथा,215.55638313293457,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
113,brahmacharchaon,ब्रह्मचर्चाओं,ब्रह्मचर्चाओं,342.4992561340332,15,13,13,1,0,0.0,0.0,1.0,1.0,1.0
114,housing,हाऊसिंग,हाउसिंग,187.3941421508789,7,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
115,atyaachaarapoorn,अत्याचारपूर्ण,अत्याचारपूर्ण,276.5538692474365,16,13,13,1,0,0.0,0.0,1.0,1.0,1.0
116,phektraree,फेक्ट्ररी,फेकत्रारी,237.0896339416504,10,9,9,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5555555555555556,1.0
117,khandaharanumaa,खंडहरनुमा,खंडहरनुमा,263.1802558898926,15,9,9,1,0,0.0,0.0,1.0,1.0,1.0
118,fibroids,फाइब्रॉइड्स,फाइब्रॉइड्स,260.3003978729248,8,11,11,1,0,0.0,0.0,1.0,1.0,1.0
119,gumshudagi,गुमशुदगी,गुमशुदगी,220.25012969970703,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
120,thakurvadee,ठाकुरवादी,ठाकुरवादी,223.60944747924805,11,9,9,1,0,0.0,0.0,1.0,1.0,1.0
121,electrotex,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,341.73130989074707,10,14,14,1,0,0.0,0.0,1.0,1.0,1.0
122,matiyana,मतियाना,मटियाणा,193.30477714538574,8,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
123,kshetren,क्षेत्रें,क्षेत्रें,216.7527675628662,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
124,kagelen,कगेलेन,कागेलेन,173.46739768981934,7,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.16666666666666666,1.1666666666666667
125,radiopremi,रेडियोप्रेमी,रेडियोप्रेमी,294.0530776977539,10,12,12,1,0,0.0,0.0,1.0,1.0,1.0
126,vimukhataa,विमुखता,विमुखता,201.0171413421631,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
127,latakakar,लटककर,लटकाकर,171.33522033691406,9,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
128,outomaitikali,औटोमैटिकली,आउटोमेटिकली,293.9574718475342,13,10,11,0,3,0.2727272727272727,0.3,0.7272727272727273,0.0,1.1
129,jaikaara,जयकारा,जैकारा,169.18301582336426,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
130,jabaabee,जबाबी,जबाबी,148.1776237487793,8,5,5,1,0,0.0,0.0,1.0,1.0,1.0
131,seedeeyaan,सीडीयां,सीड़ीयां,199.66864585876465,10,7,8,0,1,0.125,0.14285714285714285,0.875,0.42857142857142855,1.1428571428571428
132,badyaal,बडयाल,बद्याल,168.27750205993652,7,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.2,1.2
133,jutati,जुटाती,जुटती,158.18190574645996,6,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
134,lubhate,लुभाते,लुभते,173.4623908996582,7,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
135,oef,ओईएफ,ओईएफ,125.03504753112793,3,4,4,1,0,0.0,0.0,1.0,1.0,1.0
136,shaksubahey,शकसुबहे,शक्सुबाहेय,240.90170860290527,11,7,10,0,3,0.3,0.42857142857142855,0.7,0.2857142857142857,1.4285714285714286
137,sarebaajaar,सरेबाजार,सरेबाजार,220.1974391937256,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
138,mataantaran,मतांतरण,मतांतरण,215.07978439331055,11,7,7,1,0,0.0,0.0,1.0,1.0,1.0
139,dastaanen,दस्तानें,दस्तानें,220.11280059814453,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
140,sahyatri,सहयात्री,सहयात्री,212.61835098266602,8,8,8,1,0,0.0,0.0,1.0,1.0,1.0
141,parmeshwarpur,परमेश्वरपुर,परमेश्वरपुर,295.49670219421387,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
142,sound,सांऊड,साउंड,135.59246063232422,5,5,5,0,2,0.4,0.4,0.6,0.6,1.0
143,pratibhaanusar,प्रतिभानुसार,प्रतिभानुसार,281.16583824157715,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
144,jarooreeh,जरूरीः,जरूरीह,169.61264610290527,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
145,aarasetee,आरसेटी,आरसेती,168.4427261352539,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
146,maseehiyon,मसीहियों,मसीहियों,221.12083435058594,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
147,anumar,अनुमार,अनुमार,147.54033088684082,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
148,sootrapaada,सूत्रपाडा,सूत्रपाड़ा,239.64738845825195,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.8888888888888888,1.1111111111111112
149,purnsveekrit,पुर्नस्वीकृत,पूर्णस्वीकृत,292.6614284515381,12,12,12,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
150,distrivution,डिस्ट्रिव्यूशन,डिस्ट्रीव्यूशन,337.416410446167,12,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
151,angad,अँगद,अंगड़,126.30534172058105,5,4,5,0,3,0.6,0.75,0.4,0.5,1.25
152,janbhaawna,जनभावना,जनभावना,191.09463691711426,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
153,anukraman,अनुक्रमण,अनुक्रमण,213.09709548950195,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
154,samunukool,समुनुकूल,समुनुकूल,219.94256973266602,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
155,sabstensis,सबस्टेंसिस,सैबस्टेंसिस,289.409875869751,10,10,11,0,1,0.09090909090909091,0.1,0.9090909090909091,0.1,1.1
156,aagbabulaa,आगबबूला,आगबबुला,210.1001739501953,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
157,chuchiyan,चूचियां,चुचियां,171.4305877685547,9,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
158,shreemaddayaanand,श्रीमद्दयानन्द,श्रीमद्दयानंद,360.12959480285645,17,14,13,0,2,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.7857142857142857,0.9285714285714286
159,logon,लोगोंं,लोगों,123.2147216796875,5,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
160,wef,डब्ल्यूईएफ,वेफ,118.77322196960449,3,10,3,0,9,0.9,0.9,0.09999999999999998,0.0,0.3
161,kalasaanaa,कलसाना,कलसाना,170.59779167175293,10,6,6,1,0,0.0,0.0,1.0,1.0,1.0
162,distreebyootaree,डिस्ट्रीब्यूटरी,दिस्त्रीब्यूतरी,381.98256492614746,16,15,15,0,3,0.2,0.2,0.8,0.8,1.0
163,dvimasik,द्विमासिक,द्विमासिक,220.93844413757324,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
164,nishkarshatah,निष्कर्षतः,निष्कर्षतः,267.5189971923828,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
165,anishtata,अनिष्टता,अनिष्टता,197.5710391998291,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
166,alaymani,अलयमनी,अलयमणि,170.46570777893066,8,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
167,umadtee,उमड़ती,उमड़ती,144.63520050048828,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
168,aaungaa,आउंगा,आऊंगा,148.3597755432129,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
169,echajedateesee,एचजेडटीसी,इचजेदतीसी,266.0176753997803,14,9,9,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
170,badaain,बड़ाएँ,बदाईं,149.32727813720703,7,6,5,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334
171,aatankwaadiyon,आतंकवादियोंं,आतंकवादियों,301.5267848968506,14,12,11,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666
172,latakkar,लटककर,लटककर,144.04654502868652,8,5,5,1,0,0.0,0.0,1.0,1.0,1.0
173,talate,तलते,तलते,123.49629402160645,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
174,rajnichi,राजनीचि,राजनीची,175.8410930633545,8,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
175,dhanshyaam,धनश्याम,धनश्याम,198.83060455322266,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
176,parisamwad,परिसंवाद,परिसंवाद,222.14150428771973,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
177,cremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,289.19410705566406,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
178,nindaniya,निंदनीय,निन्दनीय,212.1868133544922,9,7,8,0,2,0.25,0.2857142857142857,0.75,0.2857142857142857,1.1428571428571428
179,gumtahi,गुमटही,गुमताही,193.59517097473145,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,1.1666666666666667
180,bainama,बैनामा,बैनामा,166.05186462402344,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
181,insanee,इनसानी,इंसनी,167.2041416168213,7,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.8333333333333334
182,rikannekting,रिकनेक्टिंग,रिकन्नेक्टिंग,341.1886692047119,12,11,13,0,2,0.15384615384615385,0.18181818181818182,0.8461538461538461,0.36363636363636365,1.1818181818181819
183,piria,पाइरिया,पिरिया,163.55586051940918,5,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
184,saunpengi,सौंपेंगी,सौंपेंगी,197.27492332458496,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
185,deniar,डेनिअर,डेनियर,183.96592140197754,6,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
186,poorneshvaree,पूर्णेश्वरी,पूर्णेश्वरी,270.5512046813965,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
187,tolakarmee,टोलकर्मी,तोलाकर्मी,219.32363510131836,10,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.25,1.125
188,dwirookta,द्विरुक्त,द्विरूकता,224.85613822937012,9,9,9,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
189,dodawaasiyon,डोडावासियों,दोड़वासियों,282.9439640045166,12,11,11,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,1.0
190,prabhaawich,प्रभाविच,प्रभाविच,219.5901870727539,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
191,sunsan,सूनसान,सुनसन,147.81498908996582,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
192,ziladhikaaree,ज़िलाधिकारी,ज़िलधिकारी,267.7888870239258,13,11,10,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.36363636363636365,0.9090909090909091
