index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
57,antarraajyikaran,अंतरराज्यीकरण,अंतर्राज्यीकरण,206.99429512023926,16,13,14,0,1,0.07142857142857142,0.07692307692307693,0.9285714285714286,0.3076923076923077,1.0769230769230769
58,khaarakon,खारकों,खारकों,193.42970848083496,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
59,metrologist,मैट्रोलॉजिस्ट,मेट्रोलॉजिस्ट,80.7642936706543,11,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
60,auditor,ऑडिटर,आडिटर,193.81260871887207,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
61,lorda,लोरदा,लोर्डा,193.06015968322754,5,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.6,1.2
62,kremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,208.53495597839355,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
63,aatmasanrakshan,आत्मसंरक्षण,आत्मसंरक्षण,208.00185203552246,15,11,11,1,0,0.0,0.0,1.0,1.0,1.0
64,hogaah,होगाः,होगाह,191.93363189697266,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
65,jhaiyaan,झाइयां,झइयां,32.392263412475586,8,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334
66,adhikariyon,अधिकरियों,अधिकारियों,203.03988456726074,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.4444444444444444,1.1111111111111112
67,orignal,ऑरिजनल,ओरिग्नल,195.41072845458984,7,6,7,0,3,0.42857142857142855,0.5,0.5714285714285714,0.3333333333333333,1.1666666666666667
68,xnx,एक्सएनएक्स,एक्सएनएक्स,207.0300579071045,3,10,10,1,0,0.0,0.0,1.0,1.0,1.0
69,bhijwaaee,भिजवाई,भिजवाई,201.9331455230713,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
70,shakhsiyaten,शख्सियतें,शख्सियतें,210.34765243530273,12,9,9,1,0,0.0,0.0,1.0,1.0,1.0
71,charchaamanch,चर्चामंच,चर्चामंच,202.23093032836914,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
72,chhavindra,छविंद्र,छविंद्र,203.52768898010254,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
73,prasadhikaaen,प्रसाधिकाएं,प्रसाधिकाएं,204.50639724731445,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
74,phijoolkharchi,फिजूलखर्ची,फिजूलखर्ची,203.02772521972656,14,10,10,1,0,0.0,0.0,1.0,1.0,1.0
75,dahaade,दहाड़े,दहाड़े,192.31176376342773,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
76,haathe,हाथे,हाथे,24.842500686645508,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
77,electroteks,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,206.02083206176758,11,14,14,1,0,0.0,0.0,1.0,1.0,1.0
78,mantriyonke,मंत्रियोंके,मंत्रियोंके,201.0948657989502,11,11,11,1,0,0.0,0.0,1.0,1.0,1.0
79,parmaujood,परमौजूद,परमौजूद,40.34066200256348,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
80,lautis,लउटिस,लॉटिस,188.42506408691406,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
81,vaidh,वैध्,वैध,191.5590763092041,5,4,3,0,1,0.25,0.25,0.75,0.75,0.75
82,gadbadbadi,गड़बड़बड़ी,गड़बड़बड़ी,209.71965789794922,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
83,pradhanmantriki,प्रधानमंत्रीकी,प्रधानमंत्रिकी,216.79019927978516,15,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
84,pratinidheeyo,प्रतिनिधीयो,प्रतिनिधीयो,206.10928535461426,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
85,anyonyashritataa,अन्योन्याश्रितता,अन्योन्यश्रितता,217.66042709350586,16,16,15,0,1,0.0625,0.0625,0.9375,0.5625,0.9375
86,nirikshak,निरिक्षक,निरीक्षक,197.80755043029785,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
87,malaun,मलौन,मलौन,26.86023712158203,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
88,dangon,डंगों,दंगों,208.62746238708496,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
89,vipannata,विपन्नता,विपन्नता,45.27759552001953,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
90,satyarthprakash,सत्यार्थप्रकाश,सत्यर्थप्रकाश,213.15598487854004,15,14,13,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.2857142857142857,0.9285714285714286
91,ushtee,उशती,उष्टी,189.09120559692383,6,4,5,0,3,0.6,0.75,0.4,0.25,1.25
92,wccl,डब्ल्यूसीसीएल,वीसीसीएल,46.25582695007324,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
93,panjaave,पंजावे,पंजावे,188.62438201904297,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
94,ogastaavestalaind,ऑगस्टावेस्टलैंड,ओगस्टावेस्टलैंड,225.48818588256836,17,15,15,0,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.9333333333333333,1.0
95,raashtraa,राष्ट्रा,राष्ट्रा,194.6089267730713,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
96,bhabhadh,भभड़,भभभध,188.15040588378906,8,4,4,0,2,0.5,0.5,0.5,0.5,1.0
97,chhidey,छिड़े,छिडेय,194.8552131652832,7,5,5,0,2,0.4,0.4,0.6,0.6,1.0
98,gairaraashtravadee,गैरराष्ट्रवादी,गैराााष्ट्रवदी,218.16635131835938,18,14,14,0,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.42857142857142855,1.0
99,choochiyaan,चूचियां,चूचियाँ,42.85883903503418,11,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
100,maayaajaal,मायाजाल,मायाजाल,204.99038696289062,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
101,pratibhanusar,प्रतिभानुसार,प्रतिभानुसार,221.32349014282227,13,12,12,1,0,0.0,0.0,1.0,1.0,1.0
102,unionvaadi,यूनियनवादी,यूनियनवादी,59.70144271850586,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
103,bhramacharchaaon,ब्रह्मचर्चाओं,भ्रमचर्चाओं,212.9232883453369,16,13,11,0,3,0.23076923076923078,0.23076923076923078,0.7692307692307692,0.15384615384615385,0.8461538461538461
104,jaykara,जयकारा,जयकारा,202.15368270874023,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
105,peedhiyon,पीड़ियों,पीढ़ियों,51.66125297546387,9,8,8,0,1,0.125,0.125,0.875,0.875,1.0
106,chhanysa,छांयसा,छनीसा,33.68258476257324,8,6,5,0,3,0.5,0.5,0.5,0.16666666666666666,0.8333333333333334
107,khadhaamukh,खड़ामुख,खधामुख,199.4016170501709,11,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
108,unee,उंई,उनी,195.10293006896973,4,3,3,0,2,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
109,bakhshate,बख्शते,बख्शते,38.294315338134766,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
110,suvidhaaonh,सुविधाओंः,सुविधाओंह,202.49176025390625,11,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
111,kaaryakaaryakartaon,कार्यकार्यकर्ताओं,कार्यकार्यकर्ताओं,233.9615821838379,19,17,17,1,0,0.0,0.0,1.0,1.0,1.0
112,chitrakatha,चित्रकथा,चित्रकथा,205.60669898986816,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
113,brahmacharchaon,ब्रह्मचर्चाओं,ब्रह्मचर्चाओं,233.23655128479004,15,13,13,1,0,0.0,0.0,1.0,1.0,1.0
114,housing,हाऊसिंग,हाउसिंग,197.48759269714355,7,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
115,atyaachaarapoorn,अत्याचारपूर्ण,अत्याचारपूर्ण,76.05624198913574,16,13,13,1,0,0.0,0.0,1.0,1.0,1.0
116,phektraree,फेक्ट्ररी,फेकत्ररी,199.44381713867188,10,9,8,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.8888888888888888
117,khandaharanumaa,खंडहरनुमा,खंडहरनुमा,204.1342258453369,15,9,9,1,0,0.0,0.0,1.0,1.0,1.0
118,fibroids,फाइब्रॉइड्स,फाइब्रोइड्स,213.68098258972168,8,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
119,gumshudagi,गुमशुदगी,गुमशुदागी,203.17745208740234,10,8,9,0,1,0.1111111111111111,0.125,0.8888888888888888,0.75,1.125
120,thakurvadee,ठाकुरवादी,ठाकुरवदी,206.20441436767578,11,9,8,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.8888888888888888
121,electrotex,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,218.25647354125977,10,14,14,1,0,0.0,0.0,1.0,1.0,1.0
122,matiyana,मतियाना,मटियाणा,204.82945442199707,8,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
123,kshetren,क्षेत्रें,क्षेत्रेण,203.2315731048584,8,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
124,kagelen,कगेलेन,कागेलेन,190.78826904296875,7,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.16666666666666666,1.1666666666666667
125,radiopremi,रेडियोप्रेमी,रेडियोप्रेमी,208.3909511566162,10,12,12,1,0,0.0,0.0,1.0,1.0,1.0
126,vimukhataa,विमुखता,विमुखता,198.61626625061035,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
127,latakakar,लटककर,लटकाकर,189.04447555541992,9,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
128,outomaitikali,औटोमैटिकली,ऑउटोमैटिकली,215.26098251342773,13,10,11,0,2,0.18181818181818182,0.2,0.8181818181818181,0.0,1.1
129,jaikaara,जयकारा,जयकारा,201.12085342407227,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
130,jabaabee,जबाबी,जबाबी,197.03054428100586,8,5,5,1,0,0.0,0.0,1.0,1.0,1.0
131,seedeeyaan,सीडीयां,सीदीयाँ,201.32684707641602,10,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
132,badyaal,बडयाल,बद्याल,194.72980499267578,7,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.2,1.2
133,jutati,जुटाती,जुटाती,197.26848602294922,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
134,lubhate,लुभाते,लुभते,194.11849975585938,7,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334
135,oef,ओईएफ,ओएफ,189.41068649291992,3,4,3,0,1,0.25,0.25,0.75,0.25,0.75
136,shaksubahey,शकसुबहे,शक्सुबहहे,213.78064155578613,11,7,9,0,2,0.2222222222222222,0.2857142857142857,0.7777777777777778,0.2857142857142857,1.2857142857142858
137,sarebaajaar,सरेबाजार,सरेबाजार,207.88168907165527,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
138,mataantaran,मतांतरण,मतानतरण,201.96104049682617,11,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
139,dastaanen,दस्तानें,दस्तानें,199.30076599121094,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
140,sahyatri,सहयात्री,सहयात्री,194.11158561706543,8,8,8,1,0,0.0,0.0,1.0,1.0,1.0
141,parmeshwarpur,परमेश्वरपुर,परमेश्वरपुर,61.981916427612305,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
142,sound,सांऊड,साउंड,179.56018447875977,5,5,5,0,2,0.4,0.4,0.6,0.6,1.0
143,pratibhaanusar,प्रतिभानुसार,प्रतिभानुसार,215.33536911010742,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
144,jarooreeh,जरूरीः,जरूरीह,49.30686950683594,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
145,aarasetee,आरसेटी,आरसेती,44.84057426452637,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
146,maseehiyon,मसीहियों,मसीहियों,190.32597541809082,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
147,anumar,अनुमार,अनुमार,184.82494354248047,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
148,sootrapaada,सूत्रपाडा,सूत्रपाड़ा,199.61881637573242,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.8888888888888888,1.1111111111111112
149,purnsveekrit,पुर्नस्वीकृत,पूर्णस्वीकृत,205.56974411010742,12,12,12,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
150,distrivution,डिस्ट्रिव्यूशन,डिस्ट्रीव्यूशन,216.8104648590088,12,14,14,0,1,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,1.0
151,angad,अँगद,अंगड़,185.83178520202637,5,4,5,0,3,0.6,0.75,0.4,0.5,1.25
152,janbhaawna,जनभावना,जनभावना,42.13452339172363,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
153,anukraman,अनुक्रमण,अनुक्रमण,188.4775161743164,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
154,samunukool,समुनुकूल,समुनुकूल,194.31447982788086,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
155,sabstensis,सबस्टेंसिस,सैबस्टेंसिस,210.74724197387695,10,10,11,0,1,0.09090909090909091,0.1,0.9090909090909091,0.1,1.1
156,aagbabulaa,आगबबूला,आगबबुला,201.09295845031738,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
157,chuchiyan,चूचियां,चुचियां,197.50332832336426,9,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
158,shreemaddayaanand,श्रीमद्दयानन्द,श्रीमद्दयानंद,216.6152000427246,17,14,13,0,2,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.7857142857142857,0.9285714285714286
159,logon,लोगोंं,लोगों,194.06795501708984,5,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
160,wef,डब्ल्यूईएफ,वेई,189.49103355407715,3,10,3,0,9,0.9,0.9,0.09999999999999998,0.0,0.3
161,kalasaanaa,कलसाना,कलसाना,196.05588912963867,10,6,6,1,0,0.0,0.0,1.0,1.0,1.0
162,distreebyootaree,डिस्ट्रीब्यूटरी,दिस्त्रीब्यूतरी,218.45555305480957,16,15,15,0,3,0.2,0.2,0.8,0.8,1.0
163,dvimasik,द्विमासिक,द्विमासिक,53.91812324523926,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
164,nishkarshatah,निष्कर्षतः,निष्कर्षतः,206.9249153137207,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
165,anishtata,अनिष्टता,अनिष्टता,49.178123474121094,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
166,alaymani,अलयमनी,अलयमानी,200.68860054016113,8,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.6666666666666666,1.1666666666666667
167,umadtee,उमड़ती,उमड़ती,200.79278945922852,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
168,aaungaa,आउंगा,आऊँगा,197.3857879638672,7,5,5,0,2,0.4,0.4,0.6,0.6,1.0
169,echajedateesee,एचजेडटीसी,इचाजेदतीसी,213.33956718444824,14,9,10,0,4,0.4,0.4444444444444444,0.6,0.1111111111111111,1.1111111111111112
170,badaain,बड़ाएँ,बदाईं,195.7700252532959,7,6,5,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334
171,aatankwaadiyon,आतंकवादियोंं,आतंकवादियों,207.48281478881836,14,12,11,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666
172,latakkar,लटककर,लटक्कर,199.02944564819336,8,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
173,talate,तलते,तलते,26.375770568847656,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
174,rajnichi,राजनीचि,रजनीची,205.42287826538086,8,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
175,dhanshyaam,धनश्याम,धनश्याम,200.97732543945312,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
176,parisamwad,परिसंवाद,परिसमवाद,202.41165161132812,10,8,8,0,1,0.125,0.125,0.875,0.875,1.0
177,cremistry,क्रेमिस्ट्री,क्रेमिस्ट्री,70.79577445983887,9,12,12,1,0,0.0,0.0,1.0,1.0,1.0
178,nindaniya,निंदनीय,निन्दनीय,47.556161880493164,9,7,8,0,2,0.25,0.2857142857142857,0.75,0.2857142857142857,1.1428571428571428
179,gumtahi,गुमटही,गुमतही,203.35793495178223,7,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
180,bainama,बैनामा,बैनामा,190.39440155029297,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
181,insanee,इनसानी,इंसनी,191.29657745361328,7,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.8333333333333334
182,rikannekting,रिकनेक्टिंग,रिकननेक्टिंग,70.88184356689453,12,11,12,0,1,0.08333333333333333,0.09090909090909091,0.9166666666666666,0.36363636363636365,1.0909090909090908
183,piria,पाइरिया,पिरिया,189.50486183166504,5,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
184,saunpengi,सौंपेंगी,सौंपेंगी,196.14267349243164,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
185,deniar,डेनिअर,डेनियार,198.03380966186523,6,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.1666666666666667
186,poorneshvaree,पूर्णेश्वरी,पूर्णेश्वरी,203.17459106445312,13,11,11,1,0,0.0,0.0,1.0,1.0,1.0
187,tolakarmee,टोलकर्मी,तोलाकर्मी,205.7950496673584,10,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.25,1.125
188,dwirookta,द्विरुक्त,द्विरूक्त,205.48534393310547,9,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
189,dodawaasiyon,डोडावासियों,दोड़वासियों,206.4211368560791,12,11,11,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,1.0
190,prabhaawich,प्रभाविच,प्रभाविच,195.97768783569336,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
191,sunsan,सूनसान,सुनसन,183.5470199584961,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
